version 4841
stamp 2022-02-28T19:09:25.840102+0000
last_osdmap_epoch 0
last_pg_scan 0
PG_STAT  OBJECTS  MISSING_ON_PRIMARY  DEGRADED  MISPLACED  UNFOUND  BYTES     OMAP_BYTES*  OMAP_KEYS*  LOG  DISK_LOG  STATE              STATE_STAMP                      VERSION  REPORTED  UP             UP_PRIMARY  ACTING         ACTING_PRIMARY  LAST_SCRUB  SCRUB_STAMP                      LAST_DEEP_SCRUB  DEEP_SCRUB_STAMP                 SNAPTRIMQ_LEN
7.4b           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:09.163677+0000      0'0    556:32       [5,21,7]           5       [5,21,7]               5         0'0  2022-02-28T16:43:14.105644+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.4a           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:04.419230+0000      0'0    556:44      [18,13,8]          18      [18,13,8]              18         0'0  2022-02-28T16:31:06.896645+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.4f           0                   0         0          0        0         0            0           0   14        14       active+clean  2022-02-28T19:04:09.818923+0000   482'14    556:33     [5,18,6,9]           5     [5,18,6,9]               5      482'14  2022-02-28T16:39:34.726376+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.48           0                   0         0          0        0         0            0           0    8         8       active+clean  2022-02-28T19:04:12.718493+0000    482'8    556:32     [11,18,19]          11     [11,18,19]              11       482'8  2022-02-28T16:39:13.011109+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.49           0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:03:21.052654+0000    482'2    556:38       [7,18,9]           7       [7,18,9]               7       482'2  2022-02-28T16:35:36.208778+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.54           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:08.982882+0000      0'0   556:226      [13,10,6]          13      [13,10,6]              13         0'0  2022-02-28T16:43:38.814118+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.55           1                   0         0          0        0        90            0           0    2         2       active+clean  2022-02-28T19:04:17.646810+0000    496'2    556:61     [20,21,10]          20     [20,21,10]              20       496'2  2022-02-28T16:38:33.928673+0000            496'2  2022-02-28T16:38:33.928673+0000              0
3.50           0                   0         0          0        0         0            0           0    9         9       active+clean  2022-02-28T19:03:06.779670+0000    482'9   556:225    [1,19,8,18]           1    [1,19,8,18]               1       482'9  2022-02-28T16:31:43.372427+0000            482'9  2022-02-28T16:31:43.372427+0000              0
4.57           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:04:11.170913+0000    482'7    556:62      [19,20,5]          19      [19,20,5]              19       482'7  2022-02-28T16:39:56.872948+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.56           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:04:10.319772+0000    482'7   556:367      [9,11,13]           9      [9,11,13]               9       482'7  2022-02-28T16:42:28.840000+0000            482'7  2022-02-28T16:42:28.840000+0000              0
7.55           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.057007+0000      0'0    556:38       [6,18,8]           6       [6,18,8]               6         0'0  2022-02-28T16:32:47.699695+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.54           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:09.164481+0000      0'0   556:432     [12,21,10]          12     [12,21,10]              12         0'0  2022-02-28T16:45:51.748608+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.51           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:03:21.697601+0000    482'7   556:267    [13,20,0,7]          13    [13,20,0,7]              13       482'7  2022-02-28T16:40:49.786672+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.56           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:03:30.747012+0000    482'7    556:40      [7,19,20]           7      [7,19,20]               7       482'7  2022-02-28T16:34:08.243763+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.57           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:04:11.095159+0000    482'6    556:62      [18,6,11]          18      [18,6,11]              18       482'6  2022-02-28T16:41:11.839752+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.56           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.930784+0000      0'0   556:192      [19,12,6]          19      [19,12,6]              19         0'0  2022-02-28T16:38:29.210642+0000              0'0  2022-02-24T19:05:37.118481+0000              0
6.57           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:07.547509+0000      0'0   556:237      [13,9,21]          13      [13,9,21]              13         0'0  2022-02-28T16:35:49.147688+0000              0'0  2022-02-28T16:35:49.147688+0000              0
3.52           0                   0         0          0        0         0            0           0   14        14       active+clean  2022-02-28T19:04:10.440673+0000   482'14    556:61   [21,20,10,6]          21   [21,20,10,6]              21      482'14  2022-02-28T16:40:37.932004+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.55           1                   0         0          0        0        90            0           0    6         6       active+clean  2022-02-28T19:04:17.659388+0000    482'6   556:356      [8,12,10]           8      [8,12,10]               8       482'6  2022-02-28T16:38:10.909628+0000              0'0  2022-02-23T17:10:21.806214+0000              0
